history:GTC_Multisite_Inwi/Température Ambiante FAR_ONE

Timestamp,Trend Flags,Status,Value (°C)
31-Jan-25 2:45:01 PM WEST,{ },{unackedAlarm},20.6
31-Jan-25 3:00:01 PM WEST,{ },{unackedAlarm},20.3
31-Jan-25 3:15:01 PM WEST,{ },{unackedAlarm},19.9
31-Jan-25 3:30:00 PM WEST,{ },{unackedAlarm},22.2
31-Jan-25 3:45:00 PM WEST,{ },{unackedAlarm},22.6
31-Jan-25 4:00:00 PM WEST,{ },{unackedAlarm},23.0
31-Jan-25 4:15:00 PM WEST,{ },{unackedAlarm},23.5
31-Jan-25 4:30:00 PM WEST,{ },{unackedAlarm},22.9
31-Jan-25 4:45:00 PM WEST,{ },{unackedAlarm},21.3
31-Jan-25 5:00:00 PM WEST,{ },{unackedAlarm},20.9
31-Jan-25 5:15:00 PM WEST,{ },{unackedAlarm},21.4
31-Jan-25 5:30:01 PM WEST,{ },{unackedAlarm},21.0
31-Jan-25 5:45:00 PM WEST,{ },{unackedAlarm},20.8
31-Jan-25 6:00:00 PM WEST,{ },{unackedAlarm},21.6
31-Jan-25 6:15:01 PM WEST,{ },{unackedAlarm},21.0
31-Jan-25 6:30:01 PM WEST,{ },{unackedAlarm},22.5
31-Jan-25 6:45:00 PM WEST,{ },{unackedAlarm},23.9
31-Jan-25 7:00:00 PM WEST,{ },{unackedAlarm},24.0
31-Jan-25 7:15:01 PM WEST,{ },{unackedAlarm},22.6
31-Jan-25 7:30:00 PM WEST,{ },{unackedAlarm},24.2
31-Jan-25 7:45:00 PM WEST,{ },{unackedAlarm},23.9
31-Jan-25 8:00:00 PM WEST,{ },{unackedAlarm},23.3
31-Jan-25 8:15:00 PM WEST,{ },{unackedAlarm},21.6
31-Jan-25 8:30:00 PM WEST,{ },{unackedAlarm},21.1
31-Jan-25 8:45:00 PM WEST,{ },{unackedAlarm},21.4
31-Jan-25 9:00:00 PM WEST,{ },{unackedAlarm},20.8
31-Jan-25 9:15:01 PM WEST,{ },{unackedAlarm},21.2
31-Jan-25 9:30:01 PM WEST,{ },{unackedAlarm},21.0
31-Jan-25 9:45:00 PM WEST,{ },{unackedAlarm},20.7
31-Jan-25 10:00:01 PM WEST,{ },{unackedAlarm},21.9
31-Jan-25 10:15:01 PM WEST,{ },{unackedAlarm},22.6
31-Jan-25 10:30:01 PM WEST,{ },{unackedAlarm},23.1
